employee_id,department_name,management_tier,job_title,base_salary,performance_rating,tenure_years,age,gender,ethnicity,hire_date,termination_date,engagement_score,manager_satisfaction,work_life_balance_score,is_attrition,comp_ratio,tenure_cohort,flight_risk_flag
4321,Engineering,Associate,Associate - Engineering,43603.23,5,3.24,62,Non-Binary,African American,2023-05-22,,7.0,9.99,5.0,0,0.754,3+ Years (Tenured),0
1706,Engineering,Associate,Associate - Engineering,40850.92,3,4.02,33,Other,Two or More,2022-08-07,,7.0,4.0,5.0,0,0.707,3+ Years (Tenured),0
1565,Engineering,Associate,Associate - Engineering,51037.16,4,4.48,33,Male,Asian,2022-02-22,,8.0,5.0,3.0,0,0.883,3+ Years (Tenured),0
1588,Engineering,Associate,Associate - Engineering,63509.97,5,1.49,26,Male,African American,2025-02-18,,7.0,5.0,4.0,0,1.098,1-3 Years (Mid-Tenure),0
1605,Engineering,Associate,Associate - Engineering,50388.17,3,0.36,39,Other,Hispanic,2025-11-18,2026-03-31,4.0,3.0,5.0,1,0.871,0-1 Year (Onboarding),0
1609,Engineering,Associate,Associate - Engineering,68458.46,1,3.76,21,Male,Asian,2022-11-11,,7.0,5.0,6.0,0,1.184,3+ Years (Tenured),0
1624,Engineering,Associate,Associate - Engineering,55225.76,4,1.77,42,Non-Binary,Hispanic,2024-11-08,,8.0,4.0,6.0,0,0.955,1-3 Years (Mid-Tenure),0
4038,Engineering,Associate,Associate - Engineering,59721.73,2,0.9,51,Non-Binary,African American,2023-05-04,2024-03-28,6.0,5.0,5.0,1,1.033,0-1 Year (Onboarding),0
1629,Engineering,Associate,Associate - Engineering,58714.54,2,4.9,45,Male,African American,2021-09-22,,3.0,6.0,5.0,0,1.015,3+ Years (Tenured),0
1639,Engineering,Associate,Associate - Engineering,66543.42,2,0.8,36,Other,Hispanic,2025-08-04,2026-05-22,5.0,9.99,3.0,1,1.151,0-1 Year (Onboarding),0
1653,Engineering,Associate,Associate - Engineering,55124.11,4,0.9,40,Female,Asian,2025-09-20,,7.0,5.0,4.0,0,0.953,0-1 Year (Onboarding),0
1656,Engineering,Associate,Associate - Engineering,72595.08,2,1.42,43,Other,Hispanic,2023-10-25,2025-03-25,5.0,9.0,6.0,1,1.256,1-3 Years (Mid-Tenure),0
1658,Engineering,Associate,Associate - Engineering,55022.74,4,0.82,32,Other,Two or More,2025-10-19,,5.0,7.0,1.0,0,0.952,0-1 Year (Onboarding),0
1672,Engineering,Associate,Associate - Engineering,72026.23,4,2.94,34,Other,African American,2023-09-07,,6.0,1.0,4.0,0,1.246,1-3 Years (Mid-Tenure),0
1705,Engineering,Associate,Associate - Engineering,41815.21,4,1.13,35,Other,Two or More,2025-06-27,,6.0,7.0,7.0,0,0.723,1-3 Years (Mid-Tenure),0
77,Engineering,Associate,Associate - Engineering,59904.19,4,4.76,32,Other,African American,2021-11-10,,6.0,4.0,7.0,0,1.036,3+ Years (Tenured),0
1711,Engineering,Associate,Associate - Engineering,47642.49,4,3.21,58,Other,African American,2023-05-30,,1.0,1.0,5.0,0,0.824,3+ Years (Tenured),1
109,Engineering,Associate,Associate - Engineering,66316.26,2,0.61,44,Male,African American,2026-01-03,,4.0,7.0,4.0,0,1.147,0-1 Year (Onboarding),0
3975,Engineering,Associate,Associate - Engineering,63982.44,2,1.32,53,Female,Hispanic,2024-09-16,2026-01-10,9.99,9.0,5.0,1,1.107,1-3 Years (Mid-Tenure),0
111,Engineering,Associate,Associate - Engineering,51033.86,2,3.55,40,Male,Caucasian,2023-01-29,,4.0,4.0,1.0,0,0.883,3+ Years (Tenured),0
1729,Engineering,Associate,Associate - Engineering,62669.14,2,1.26,39,Other,Hispanic,2025-05-11,,8.0,8.0,6.0,0,1.084,1-3 Years (Mid-Tenure),0
595,Engineering,Associate,Associate - Engineering,58669.84,2,0.83,39,Male,African American,2025-10-15,,4.0,2.0,1.0,0,1.015,0-1 Year (Onboarding),0
1759,Engineering,Associate,Associate - Engineering,53503.25,4,2.81,32,Non-Binary,Hispanic,2023-10-24,,2.0,1.0,3.0,0,0.925,1-3 Years (Mid-Tenure),1
3941,Engineering,Associate,Associate - Engineering,74245.79,1,0.78,42,Male,African American,2023-04-06,2024-01-17,6.0,5.0,5.0,1,1.284,0-1 Year (Onboarding),0
3920,Engineering,Associate,Associate - Engineering,72326.1,4,4.02,27,Male,Hispanic,2022-08-07,,3.0,4.0,3.0,0,1.251,3+ Years (Tenured),1
583,Engineering,Associate,Associate - Engineering,72440.36,2,3.72,37,Male,Asian,2022-11-25,,1.0,5.0,5.0,0,1.253,3+ Years (Tenured),0
1790,Engineering,Associate,Associate - Engineering,45219.65,3,0.32,44,Male,Asian,2025-06-17,2025-10-10,6.0,5.0,5.0,1,0.782,0-1 Year (Onboarding),0
573,Engineering,Associate,Associate - Engineering,50614.84,3,0.18,37,Non-Binary,African American,2026-06-10,,8.0,5.0,4.0,0,0.875,0-1 Year (Onboarding),0
4105,Engineering,Associate,Associate - Engineering,47571.87,3,1.97,22,Male,Two or More,2024-08-27,,8.0,5.0,3.0,0,0.823,1-3 Years (Mid-Tenure),0
4101,Engineering,Associate,Associate - Engineering,74385.47,2,0.59,41,Female,Two or More,2026-01-13,,4.0,4.0,5.0,0,1.286,0-1 Year (Onboarding),0
1562,Engineering,Associate,Associate - Engineering,44948.39,2,0.57,31,Male,African American,2026-01-19,,6.0,5.0,5.0,0,0.777,0-1 Year (Onboarding),0
1535,Engineering,Associate,Associate - Engineering,63747.21,5,1.25,21,,Hispanic,2025-05-15,,4.0,2.0,7.0,0,1.102,1-3 Years (Mid-Tenure),1
1459,Engineering,Associate,Associate - Engineering,53854.52,4,0.78,49,,Caucasian,2025-11-05,,4.0,1.0,5.0,0,0.931,0-1 Year (Onboarding),1
4084,Engineering,Associate,Associate - Engineering,55504.92,4,3.48,41,Male,Asian,2022-12-19,2026-06-11,3.0,9.0,5.0,1,0.96,3+ Years (Tenured),1
1496,Engineering,Associate,Associate - Engineering,52831.78,2,0.44,33,Male,Two or More,2026-03-08,,4.0,3.0,3.0,0,0.914,0-1 Year (Onboarding),0
1497,Engineering,Associate,Associate - Engineering,49784.11,5,4.47,42,Female,African American,2022-02-27,,4.0,6.0,5.0,0,0.861,3+ Years (Tenured),1
84,Engineering,Associate,Associate - Engineering,68723.69,3,2.65,41,Non-Binary,Asian,2023-12-22,,5.0,3.0,4.0,0,1.189,1-3 Years (Mid-Tenure),0
1500,Engineering,Associate,Associate - Engineering,46774.87,4,4.1,28,Female,African American,2022-07-11,,6.0,5.0,3.0,0,0.809,3+ Years (Tenured),0
1525,Engineering,Associate,Associate - Engineering,46635.94,3,0.96,44,Other,Asian,2025-08-30,,7.0,7.0,5.0,0,0.807,0-1 Year (Onboarding),0
1376,Engineering,Domain Director,Domain Director - Engineering,148116.54,3,1.55,44,Non-Binary,,2025-01-28,,5.0,5.0,3.0,0,1.033,1-3 Years (Mid-Tenure),0
3599,Engineering,Domain Director,domain director - engineering,124098.63,3,2.6,48,Non-Binary,Hispanic,2024-01-08,,7.0,5.0,5.0,0,0.866,1-3 Years (Mid-Tenure),0
1036,Engineering,Domain Director,Domain Director - Engineering,157762.2,3,1.95,41,Female,Caucasian,2024-09-04,,9.0,5.0,9.99,0,1.101,1-3 Years (Mid-Tenure),0
69,Engineering,Manager,Manager - Engineering,89355.03,3,3.04,27,Other,Asian,2023-08-01,,6.0,5.0,7.0,0,0.906,3+ Years (Tenured),0
925,Engineering,Manager,Manager - Engineering,85329.19,5,1.95,49,Male,African American,2024-09-03,,5.0,7.0,9.0,0,0.865,1-3 Years (Mid-Tenure),0
1210,Engineering,Manager,Manager - Engineering,113290.69,1,2.93,33,Non-Binary,Hispanic,2023-09-10,,5.0,5.0,1.0,0,1.149,1-3 Years (Mid-Tenure),0
4016,Engineering,Manager,Manager - Engineering,83481.83,3,2.58,43,Female,Hispanic,2024-01-15,,4.0,5.0,7.0,0,0.847,1-3 Years (Mid-Tenure),0
324,Engineering,Manager,Manager - Engineering,114604.72,3,0.05,47,Male,Caucasian,2026-07-26,,6.0,5.0,5.0,0,1.162,0-1 Year (Onboarding),0
4380,Engineering,Manager,Manager - Engineering,119820.83,1,0.19,52,Male,African American,2024-11-23,2025-01-30,6.0,5.0,5.0,1,1.215,0-1 Year (Onboarding),0
2023,Engineering,Manager,Manager - Engineering,97577.65,4,4.5,42,Male,Caucasian,2022-02-16,,5.0,2.0,5.0,0,0.99,3+ Years (Tenured),0
450,Engineering,Manager,Manager - Engineering,70704.35,5,1.05,51,Male,Two or More,2023-07-02,2024-07-18,7.0,8.0,4.0,1,0.717,1-3 Years (Mid-Tenure),0
2844,Engineering,Manager,Manager - Engineering,113264.94,2,0.71,32,Other,African American,2025-11-29,,6.0,6.0,2.0,0,1.149,0-1 Year (Onboarding),0
547,Engineering,Supervisor/Lead,Supervisor/Lead - Engineering,60840.64,1,3.76,31,Male,Asian,2022-11-10,,2.0,5.0,4.0,0,0.846,3+ Years (Tenured),0
1966,Engineering,Supervisor/Lead,Supervisor/Lead - Engineering,56485.19,4,3.2,41,Non-Binary,African American,2023-06-05,,4.0,1.0,2.0,0,0.785,3+ Years (Tenured),1
4451,Engineering,Supervisor/Lead,Supervisor/Lead - Engineering,68304.44,2,2.53,22,Other,African American,2024-02-02,,7.0,5.0,7.0,0,0.95,1-3 Years (Mid-Tenure),0
3120,Engineering,Supervisor/Lead,Supervisor/Lead - Engineering,89358.19,3,2.87,21,,Hispanic,2023-10-04,,5.0,6.0,9.99,0,1.242,1-3 Years (Mid-Tenure),0
3138,Engineering,Supervisor/Lead,Supervisor/Lead - Engineering,61074.38,2,0.23,34,Female,Asian,2023-09-29,2023-12-23,6.0,5.0,5.0,1,0.849,0-1 Year (Onboarding),0
1408,Engineering,Supervisor/Lead,Supervisor/Lead - Engineering,56747.95,3,4.44,38,Male,African American,2022-03-09,,6.0,3.0,1.0,0,0.789,3+ Years (Tenured),0
484,Engineering,Supervisor/Lead,Supervisor/Lead - Engineering,85952.52,5,0.3,31,Female,Two or More,2025-12-10,2026-03-29,7.0,2.0,7.0,0,1.195,0-1 Year (Onboarding),0
1762,Engineering,Supervisor/Lead,Supervisor/Lead - Engineering,89355.23,3,3.01,27,Female,Caucasian,2023-08-11,,9.0,8.0,4.0,0,1.242,3+ Years (Tenured),0
3202,Engineering,Supervisor/Lead,Supervisor/Lead - Engineering,67508.18,2,2.79,25,Other,Hispanic,2023-11-02,,9.99,8.0,5.0,0,0.938,1-3 Years (Mid-Tenure),0
2722,Engineering,Supervisor/Lead,Supervisor/Lead - Engineering,73891.55,5,4.6,36,Male,Asian,2022-01-10,,1.0,4.0,3.0,0,1.027,3+ Years (Tenured),1
375,Engineering,Supervisor/Lead,Supervisor/Lead - Engineering,55400.0,2,2.39,40,Non-Binary,Caucasian,2024-03-27,,7.0,6.0,9.0,0,0.77,1-3 Years (Mid-Tenure),0
1271,Engineering,Supervisor/Lead,Supervisor/Lead - Engineering,56574.29,5,2.77,26,Non-Binary,Hispanic,2023-11-07,,4.0,5.0,2.0,0,0.786,1-3 Years (Mid-Tenure),1
1415,Engineering,Supervisor/Lead,Supervisor/Lead - Engineering,81396.5,5,3.79,45,Other,African American,2022-10-31,,5.0,1.0,4.0,0,1.132,3+ Years (Tenured),0
2514,Engineering,Supervisor/Lead,SUPERVISOR/LEAD - ENGINEERING,79076.09,5,0.06,37,Female,Hispanic,2026-07-23,,6.0,5.0,5.0,0,1.099,0-1 Year (Onboarding),0
294,Engineering,Supervisor/Lead,Supervisor/Lead - Engineering,84052.23,2,4.36,45,Non-Binary,Two or More,2022-04-05,,8.0,1.0,9.0,0,1.168,3+ Years (Tenured),0
2650,Engineering,Supervisor/Lead,Supervisor/Lead - Engineering,58468.65,3,4.68,29,Male,Caucasian,2021-12-09,,8.0,1.0,8.0,0,0.813,3+ Years (Tenured),0
3008,Engineering,Supervisor/Lead,Supervisor/Lead - Engineering,58074.05,3,0.71,43,Other,Asian,2025-11-28,,5.0,9.0,6.0,0,0.807,0-1 Year (Onboarding),0
1004,Engineering,Supervisor/Lead,Supervisor/Lead - Engineering,75577.06,3,3.69,46,Female,Caucasian,2022-12-07,,4.0,4.0,7.0,0,1.051,3+ Years (Tenured),0
1253,Engineering,Supervisor/Lead,Supervisor/Lead - Engineering,68632.87,3,0.94,29,Non-Binary,Two or More,2023-09-24,2024-08-31,5.0,2.0,7.0,1,0.954,0-1 Year (Onboarding),0
2143,Engineering,Supervisor/Lead,Supervisor/Lead - Engineering,82972.44,4,3.44,35,Non-Binary,Asian,2023-03-08,,6.0,6.0,8.0,0,1.153,3+ Years (Tenured),0
1679,Engineering,Supervisor/Lead,Supervisor/Lead - Engineering,80624.91,4,4.06,48,Non-Binary,Two or More,2022-07-26,,9.0,5.0,5.0,0,1.121,3+ Years (Tenured),0
748,Engineering,Supervisor/Lead,Supervisor/Lead - Engineering,69109.4,4,2.42,34,Male,African American,2024-03-13,,8.0,3.0,5.0,0,0.961,1-3 Years (Mid-Tenure),0
511,Engineering,Supervisor/Lead,Supervisor/Lead - Engineering,72301.63,4,3.98,29,Male,African American,2022-08-24,,6.0,6.0,2.0,0,1.005,3+ Years (Tenured),0
696,Engineering,Supervisor/Lead,Supervisor/Lead - Engineering,83461.17,3,2.98,41,Male,African American,2023-08-22,,3.0,5.0,2.0,0,1.16,1-3 Years (Mid-Tenure),0
2258,Engineering,Supervisor/Lead,Supervisor/Lead - Engineering,68931.2,3,4.79,35,Female,African American,2021-11-02,,9.0,7.0,9.0,0,0.958,3+ Years (Tenured),0
2278,Engineering,Supervisor/Lead,Supervisor/Lead - Engineering,55248.38,5,2.55,29,Male,Asian,2024-01-27,,5.0,5.0,8.0,0,0.768,1-3 Years (Mid-Tenure),0
3653,Engineering,Supervisor/Lead,Supervisor/Lead - Engineering,82478.79,1,2.77,35,Non-Binary,Hispanic,2023-11-09,,9.99,9.0,4.0,0,1.147,1-3 Years (Mid-Tenure),0
3472,Engineering,Supervisor/Lead,Supervisor/Lead - Engineering,62156.39,4,0.37,40,Female,Caucasian,2026-04-03,,6.0,5.0,5.0,0,0.864,0-1 Year (Onboarding),0
3420,Engineering,Supervisor/Lead,Supervisor/Lead - Engineering,80522.84,2,4.36,45,Female,Hispanic,2022-04-05,,7.0,1.0,7.0,0,1.119,3+ Years (Tenured),0
3556,Engineering,Supervisor/Lead,Supervisor/Lead - Engineering,74249.99,5,4.46,39,Female,Two or More,2022-02-28,,6.0,1.0,5.0,0,1.032,3+ Years (Tenured),0
4056,Engineering,Supervisor/Lead,Supervisor/Lead - Engineering,86405.65,1,1.63,42,Other,,2024-12-29,,5.0,9.99,9.99,0,1.201,1-3 Years (Mid-Tenure),0
4104,Engineering,Supervisor/Lead,Supervisor/Lead - Engineering,67822.83,3,0.52,40,Male,Asian,2026-02-08,,4.0,7.0,7.0,0,0.943,0-1 Year (Onboarding),0
3954,Engineering,Supervisor/Lead,Supervisor/Lead - Engineering,63088.81,1,3.21,21,Female,,2023-05-31,,7.0,5.0,4.0,0,0.877,3+ Years (Tenured),0
3243,Engineering,Supervisor/Lead,Supervisor/Lead - Engineering,56681.71,3,2.32,38,Female,Hispanic,2024-04-22,,6.0,7.0,2.0,0,0.788,1-3 Years (Mid-Tenure),0
3697,Engineering,Supervisor/Lead,Supervisor/Lead - Engineering,81596.18,3,3.15,39,Other,Caucasian,2023-06-22,,8.0,9.99,5.0,0,1.134,3+ Years (Tenured),0
3981,Engineering,Supervisor/Lead,Supervisor/Lead - Engineering,71620.76,3,1.56,40,Other,Asian,2025-01-24,,8.0,5.0,7.0,0,0.996,1-3 Years (Mid-Tenure),0
4065,Engineering,Supervisor/Lead,Supervisor/Lead - Engineering,66532.53,3,3.45,39,Other,Hispanic,2023-03-06,,6.0,9.0,3.0,0,0.925,3+ Years (Tenured),0
4296,Engineering,Supervisor/Lead,Supervisor/Lead - Engineering,87199.5,2,1.74,42,Female,Caucasian,2024-11-19,,6.0,6.0,8.0,0,1.212,1-3 Years (Mid-Tenure),0
193,Engineering,Supervisor/Lead,Supervisor/Lead - Engineering,89032.95,3,4.45,35,Other,African American,2022-03-04,,4.0,8.0,8.0,0,1.238,3+ Years (Tenured),0
4141,Engineering,Supervisor/Lead,Supervisor/Lead - Engineering,60410.62,3,4.73,42,Female,African American,2021-11-21,,8.0,8.0,9.99,0,0.84,3+ Years (Tenured),0
4172,Engineering,Supervisor/Lead,Supervisor/Lead - Engineering,82300.07,3,3.93,35,Male,Caucasian,2022-09-10,,3.0,3.0,5.0,0,1.144,3+ Years (Tenured),0
3620,Engineering,Supervisor/Lead,Supervisor/Lead - Engineering,69708.8,2,4.57,34,Other,Asian,2022-01-21,,3.0,4.0,1.0,0,0.969,3+ Years (Tenured),0
3481,Product,Assistant Manager,Assistant Manager - Product,65418.11,5,4.18,48,Male,Caucasian,2022-06-13,,9.99,9.99,5.0,0,0.82,3+ Years (Tenured),0
580,Product,Assistant Manager,Assistant Manager - Product,62808.47,4,1.13,32,Male,,2025-06-27,,9.99,5.0,7.0,0,0.787,1-3 Years (Mid-Tenure),0
332,Product,Assistant Manager,Assistant Manager - Product,90722.15,4,4.21,26,Male,African American,2022-05-31,,9.0,6.0,4.0,0,1.137,3+ Years (Tenured),0
3861,Product,Assistant Manager,Assistant Manager - Product,85844.51,3,0.71,40,Female,Hispanic,2025-11-28,,3.0,4.0,4.0,0,1.076,0-1 Year (Onboarding),0
1315,Product,Assistant Manager,Assistant Manager - Product,84452.07,5,4.76,49,,Two or More,2021-11-13,,6.0,9.0,7.0,0,1.058,3+ Years (Tenured),0
1118,Product,Assistant Manager,Assistant Manager - Product,77048.16,2,3.33,38,Male,Asian,2023-04-17,,2.0,2.0,2.0,0,0.966,3+ Years (Tenured),0
1399,Product,Assistant Manager,Assistant Manager - Product,76076.98,3,3.1,53,Female,African American,2023-07-09,,9.99,7.0,4.0,0,0.953,3+ Years (Tenured),0
93,Product,Assistant Manager,Assistant Manager - Product,71647.04,4,0.18,31,Other,Asian,2021-07-27,2021-10-02,6.0,5.0,5.0,1,0.898,0-1 Year (Onboarding),0
1457,Product,Assistant Manager,Assistant Manager - Product,85402.41,2,3.53,22,Non-Binary,African American,2023-02-05,,7.0,9.0,6.0,0,1.07,3+ Years (Tenured),0
2967,Product,Assistant Manager,Assistant Manager - Product,98477.36,3,4.16,46,Male,African American,2022-06-17,,5.0,3.0,1.0,0,1.234,3+ Years (Tenured),0
455,Product,Associate,Associate - Product,42177.54,2,5.04,34,Male,Two or More,2021-07-31,,6.0,6.0,4.0,0,0.729,3+ Years (Tenured),0
1205,Product,Associate,Associate - Product,60806.59,4,1.32,24,,Caucasian,2025-04-19,,2.0,5.0,3.0,0,1.051,1-3 Years (Mid-Tenure),1
4281,Product,Associate,Associate - Product,63104.85,3,3.85,43,Other,African American,2022-10-10,,2.0,2.0,5.0,0,1.091,3+ Years (Tenured),0
2335,Product,Associate,Associate - Product,65584.15,5,4.48,45,Male,African American,2022-02-20,,5.0,7.0,7.0,0,1.134,3+ Years (Tenured),0
736,Product,Associate,Associate - Product,69833.98,3,2.58,54,Female,Hispanic,2024-01-18,,3.0,2.0,2.0,0,1.207,1-3 Years (Mid-Tenure),0
2318,Product,Associate,Associate - Product,48153.28,2,4.12,42,Other,Hispanic,2022-07-02,,9.99,8.0,5.0,0,0.832,3+ Years (Tenured),0
1781,Product,Associate,Associate - Product,40761.68,1,0.72,32,Male,,2025-11-26,,2.0,3.0,1.0,0,0.705,0-1 Year (Onboarding),0
2315,Product,Associate,Associate - Product,47615.04,4,2.11,38,Other,Two or More,2024-07-06,,9.0,7.0,6.0,0,0.823,1-3 Years (Mid-Tenure),0
173,Product,Associate,Associate - Product,53676.74,1,0.75,21,Other,Asian,2025-11-14,,5.0,5.0,1.0,0,0.928,0-1 Year (Onboarding),0
3904,Product,Associate,Associate - Product,57677.24,3,0.3,29,Female,Asian,2026-04-28,,3.0,1.0,1.0,0,0.997,0-1 Year (Onboarding),0
1235,Product,Associate,Associate - Product,64595.39,4,4.08,50,Non-Binary,Asian,2022-07-17,,9.0,5.0,6.0,0,1.117,3+ Years (Tenured),0
172,Product,Associate,Associate - Product,54324.17,3,2.76,49,Non-Binary,Two or More,2023-11-13,,5.0,6.0,5.0,0,0.939,1-3 Years (Mid-Tenure),0
2295,Product,Associate,Associate - Product,59257.68,3,4.49,40,Other,African American,2022-02-17,,7.0,5.0,5.0,0,1.024,3+ Years (Tenured),0
1787,Product,Associate,Associate - Product,41641.34,3,4.21,26,Female,African American,2022-05-30,,9.0,9.99,9.0,0,0.72,3+ Years (Tenured),0
1212,Product,Associate,Associate - Product,72728.37,2,3.04,39,Male,Two or More,2023-08-02,,8.0,8.0,6.0,0,1.257,3+ Years (Tenured),0
1789,Product,Associate,Associate - Product,57164.94,5,1.03,45,Non-Binary,Hispanic,2025-08-04,,7.0,9.99,9.0,0,0.988,1-3 Years (Mid-Tenure),0
670,Product,Associate,Associate - Product,60982.25,3,3.21,49,Other,Hispanic,2023-06-01,,6.0,1.0,5.0,0,1.054,3+ Years (Tenured),0
2237,Product,Associate,Associate - Product,74425.59,3,2.9,39,Female,African American,2023-09-21,,7.0,8.0,7.0,0,1.287,1-3 Years (Mid-Tenure),0
4284,Product,Associate,Associate - Product,62906.98,2,3.96,34,Other,Caucasian,2022-08-29,,1.0,3.0,1.0,0,1.087,3+ Years (Tenured),0
3960,Product,Associate,Associate - Product,43257.02,2,3.25,58,Other,African American,2023-05-16,,8.0,3.0,9.0,0,0.748,3+ Years (Tenured),0
2526,Product,Associate,Associate - Product,68586.49,3,2.49,41,Male,Hispanic,2024-02-18,,6.0,9.99,6.0,0,1.186,1-3 Years (Mid-Tenure),0
2497,Product,Associate,Associate - Product,64966.0,3,0.96,55,Female,Caucasian,2025-08-30,,5.0,5.0,5.0,0,1.123,0-1 Year (Onboarding),0
2488,Product,Associate,Associate - Product,52857.27,3,2.16,35,Male,Hispanic,2024-06-17,,1.0,1.0,9.0,0,0.914,1-3 Years (Mid-Tenure),0
3533,Product,Associate,Associate - Product,54974.22,4,0.48,26,Female,Asian,2023-09-25,2024-03-18,6.0,5.0,5.0,1,0.95,0-1 Year (Onboarding),0
412,Product,Associate,Associate - Product,49015.58,4,4.36,34,Other,Caucasian,2022-04-06,,8.0,6.0,4.0,0,0.847,3+ Years (Tenured),0
415,Product,Associate,Associate - Product,55229.3,5,0.25,37,Non-Binary,Two or More,2026-05-15,,9.0,9.0,9.99,0,0.955,0-1 Year (Onboarding),0
418,Product,Associate,Associate - Product,53000.28,3,4.6,30,Female,African American,2022-01-09,,4.0,8.0,5.0,0,0.916,3+ Years (Tenured),0
419,Product,Associate,Associate - Product,53268.72,5,0.83,40,Female,African American,2025-10-15,,7.0,9.0,9.99,0,0.921,0-1 Year (Onboarding),0
1754,Product,Associate,Associate - Product,45798.38,5,2.02,35,Other,Hispanic,2024-08-06,,8.0,6.0,5.0,0,0.792,1-3 Years (Mid-Tenure),0
1125,Product,Associate,Associate - Product,61616.81,1,0.71,32,Female,Two or More,2025-10-31,2026-07-17,7.0,4.0,8.0,1,1.065,0-1 Year (Onboarding),0
2462,Product,Associate,Associate - Product,71511.77,1,0.3,41,Other,African American,2023-08-20,2023-12-07,6.0,5.0,5.0,1,1.236,0-1 Year (Onboarding),0
737,Product,Associate,Associate - Product,65940.92,3,0.14,45,Non-Binary,Caucasian,2026-06-24,,6.0,5.0,5.0,0,1.14,0-1 Year (Onboarding),0
2453,Product,Associate,Associate - Product,57599.33,1,4.83,26,Other,African American,2021-10-16,,4.0,4.0,1.0,0,0.996,3+ Years (Tenured),0
3565,Product,Associate,Associate - Product,49771.96,3,0.59,36,Non-Binary,Hispanic,2026-01-12,,5.0,1.0,3.0,0,0.86,0-1 Year (Onboarding),0
2425,Product,Associate,Associate - Product,52131.88,3,4.04,46,,Hispanic,2022-08-03,,3.0,6.0,2.0,0,0.901,3+ Years (Tenured),0
3591,Product,Associate,ASSOCIATE - PRODUCT,56889.03,3,4.42,42,Male,African American,2022-03-14,,2.0,2.0,1.0,0,0.983,3+ Years (Tenured),0
1763,Product,Associate,Associate - Product,48230.4,3,4.38,41,Female,Hispanic,2021-09-29,2026-02-15,5.0,3.0,3.0,1,0.834,3+ Years (Tenured),0
1145,Product,Associate,Associate - Product,63366.84,4,0.56,41,Female,African American,2026-01-23,,4.0,4.0,2.0,0,1.095,0-1 Year (Onboarding),1
1448,Product,Associate,Associate - Product,55395.73,2,4.64,42,Non-Binary,African American,2021-12-24,,7.0,8.0,2.0,0,0.958,3+ Years (Tenured),0
437,Product,Associate,Associate - Product,66055.8,4,4.5,44,Other,Hispanic,2022-02-16,,2.0,2.0,3.0,0,1.142,3+ Years (Tenured),1
1161,Product,Associate,Associate - Product,60558.77,4,0.23,45,Male,Asian,2026-05-22,,7.0,4.0,5.0,0,1.047,0-1 Year (Onboarding),0
1775,Product,Associate,Associate - Product,46360.8,2,2.53,22,Other,Two or More,2024-02-04,,6.0,7.0,6.0,0,0.801,1-3 Years (Mid-Tenure),0
1162,Product,Associate,Associate - Product,67220.13,4,3.08,38,Male,Asian,2022-01-24,2025-02-21,6.0,6.0,7.0,1,1.162,3+ Years (Tenured),0
1358,Product,Associate,Associate - Product,69509.17,4,4.18,37,Male,Hispanic,2022-06-10,,4.0,6.0,4.0,0,1.202,3+ Years (Tenured),1
1853,Product,Associate,Associate - Product,57934.89,3,2.61,45,Female,,2024-01-04,,7.0,2.0,8.0,0,1.002,1-3 Years (Mid-Tenure),0
