survey_id	employee_id	survey_date	engagement_score	manager_satisfaction	work_life_balance_score	eNPS_category
NULL	111	2026-07-31	4	4	1	Detractor
NULL	112	2024-04-30	7	5	8	Passive
NULL	112	2025-04-30	5	4	3	Promoter
NULL	112	2025-07-31	4	8	9	Detractor
NULL	112	2025-10-31	5	8	8	Passive
NULL	112	2026-01-31	10	7	6	Passive
NULL	112	2026-07-31	7	8	6	Passive
NULL	113	2024-01-31	8	6	5	Detractor
NULL	113	2024-04-30	8	9	6	Promoter
NULL	113	2024-07-31	7	6	7	Passive
NULL	113	2024-10-31	8	6	8	Detractor
NULL	113	2025-10-31	7	4	6	Passive
NULL	113	2026-01-31	6	3	3	Passive
NULL	113	2026-07-31	7	10	6	Promoter
NULL	114	2024-01-31	1	5	1	Detractor
NULL	114	2024-04-30	3	NULL	1	Promoter
NULL	114	2025-01-31	5	6	4	Detractor
NULL	114	2025-04-30	4	8	9	Detractor
NULL	114	2025-07-31	7	2	5	Promoter
NULL	114	10/31/2025	8	6	3	Promoter
NULL	114	2026-01-31	6	2	4	Detractor
NULL	114	2026-07-31	7	2	7	Promoter
NULL	115	2024-01-31	2	6	6	Detractor
NULL	115	2024-07-31	2	4	3	Detractor
NULL	115	2024-10-31	2	2	2	Detractor
NULL	115	2025-04-30	1	5	4	Detractor
NULL	115	2025-07-31	2	1	1	Detractor
NULL	115	2026-01-31	4	1	1	Detractor
NULL	116	2025-01-31	3	6	7	Detractor
NULL	116	2025-07-31	8	7	3	Promoter
NULL	116	2025-10-31	6	4	8	Detractor
NULL	116	2026-01-31	8	7	5	Passive
NULL	116	2026-04-30	4	4	9	Passive
NULL	117	2024-01-31	8	6	8	Promoter
NULL	117	2024-04-30	8	5	5	Promoter
NULL	117	2024-10-31	8	10	7	Passive
NULL	117	2025-01-31	6	4	5	Passive
NULL	117	2025-04-30	5	4	NULL	Passive
NULL	117	2025-07-31	6	8	1	Detractor
NULL	117	2025-10-31	6	3	4	Detractor
NULL	117	2026-01-31	6	2	2	Detractor
NULL	117	2026-04-30	6	4	8	Passive
NULL	117	2026-07-31	5	6	8	Detractor
NULL	118	2024-04-30	5	4	2	Detractor
NULL	118	2024-10-31	7	2	6	Passive
NULL	118	2025-01-31	6	7	4	Detractor
NULL	118	2025-04-30	4	2	3	Detractor
NULL	118	2025-07-31	3	6	5	Detractor
NULL	118	2025-10-31	4	3	4	Promoter
NULL	118	2026-01-31	7	3	3	Passive
NULL	118	2026-04-30	9	7	7	Promoter
NULL	118	2026-07-31	6	5	8	Promoter
NULL	119	2025-04-30	9	5	6	Promoter
NULL	119	2026-01-31	5	8	6	Detractor
NULL	119	2026-07-31	10	6	7	Passive
NULL	120	2026-01-31	10	6	10	Promoter
NULL	120	2026-04-30	8	9	5	Passive
NULL	120	2026-07-31	9	10	7	Promoter
NULL	121	2024-01-31	3	2	4	Detractor
NULL	121	2024-04-30	4	5	1	Detractor
NULL	121	2024-07-31	1	4	4	Promoter
NULL	121	2024-10-31	2	2	1	Detractor
NULL	121	2025-01-31	2	1	1	Detractor
NULL	121	2025-10-31	4	1	2	Detractor
NULL	121	2026-07-31	2	3	1	Detractor
NULL	122	2024-01-31	5	1	4	Detractor
NULL	122	2024-04-30	6	4	3	Promoter
NULL	122	2024-07-31	2	8	3	Detractor
NULL	122	2025-01-31	5	7	5	Detractor
NULL	122	2025-04-30	2	3	5	Promoter
NULL	122	2025-07-31	5	1	7	Detractor
NULL	122	2026-01-31	3	6	1	Promoter
NULL	122	2026-07-31	6	5	5	Detractor
NULL	123	2026-01-31	4	7	5	Detractor
NULL	123	2026-04-30	5	3	4	Passive
NULL	123	2026-07-31	6	8	5	Passive
NULL	124	2025-07-31	9	7	7	Promoter
NULL	124	2025-10-31	7	10	NULL	Promoter
NULL	124	2026-01-31	9	3	6	Promoter
NULL	124	2026-04-30	10	9	6	Promoter
NULL	124	2026-07-31	10	5	4	Detractor
NULL	125	2024-01-31	7	6	10	Passive
NULL	125	2024-04-30	5	5	10	Passive
NULL	125	2024-07-31	10	4	7	Promoter
NULL	125	2025-01-31	9	5	7	Promoter
NULL	125	2025-04-30	5	7	4	Passive
NULL	125	01/31/2026	9	6	6	Promoter
NULL	125	2026-04-30	6	6	10	Detractor
NULL	126	2024-07-31	8	4	7	Passive
NULL	126	2024-10-31	4	9	7	Detractor
NULL	126	2025-01-31	5	9	5	Promoter
NULL	126	2025-04-30	7	9	5	Passive
NULL	126	2025-10-31	7	4	6	Promoter
NULL	126	01/31/2026	8	4	NULL	Promoter
NULL	126	2026-07-31	5	7	2	Detractor
NULL	127	2024-04-30	5	7	8	Detractor
NULL	127	2024-07-31	8	4	3	Passive
NULL	127	2025-01-31	7	6	4	Promoter
NULL	127	2025-04-30	3	5	8	Detractor
NULL	127	2025-07-31	5	3	3	Detractor
NULL	127	2025-10-31	8	6	3	Promoter
NULL	127	2026-07-31	4	5	5	Detractor
NULL	128	2024-04-30	5	2	1	Detractor
NULL	128	2024-07-31	4	1	3	Detractor
NULL	128	2024-10-31	3	1	1	Passive
NULL	128	2025-07-31	4	8	1	Detractor
NULL	128	2025-10-31	4	4	1	Detractor
NULL	128	2026-01-31	3	2	3	Passive
NULL	129	2024-07-31	1	7	1	Detractor
NULL	129	2024-10-31	3	3	1	Passive
NULL	129	2025-01-31	5	1	2	Passive
NULL	129	2025-04-30	2	1	1	Detractor
NULL	129	2025-07-31	1	1	1	Detractor
NULL	129	2025-10-31	1	1	1	Detractor
NULL	129	2026-04-30	1	3	2	Passive
NULL	129	2026-07-31	1	5	4	Detractor
NULL	130	2024-04-30	8	5	1	Promoter
NULL	130	2024-10-31	7	8	8	Passive
NULL	130	2025-01-31	5	7	3	Promoter
NULL	130	2025-04-30	7	2	6	Promoter
NULL	130	2025-07-31	9	9	6	Passive
NULL	130	2026-04-30	7	9	8	Promoter
NULL	130	2026-07-31	5	6	5	Promoter
NULL	131	2025-01-31	5	1	1	Detractor
NULL	131	04/30/2025	4	4	7	Detractor
NULL	131	2025-07-31	7	5	6	Promoter
NULL	131	2026-04-30	8	8	5	Passive
NULL	131	2026-07-31	6	5	5	Detractor
NULL	132	2024-07-31	8	6	6	Detractor
NULL	132	2024-10-31	6	5	5	Detractor
NULL	132	2025-01-31	1	6	6	Detractor
NULL	132	2025-04-30	4	3	1	Detractor
NULL	132	2025-07-31	6	3	4	Detractor
NULL	132	2026-01-31	6	7	4	Passive
NULL	132	2026-04-30	4	4	2	Passive
NULL	133	2024-04-30	3	5	3	Detractor
NULL	133	2024-07-31	4	3	2	Detractor
NULL	133	2024-10-31	1	4	7	Passive
NULL	133	2025-01-31	2	NULL	1	Passive
NULL	133	2025-04-30	6	4	5	Detractor
NULL	133	2025-10-31	3	3	3	Passive
NULL	133	2026-01-31	1	1	1	Passive
NULL	133	07/31/2026	3	1	1	Detractor
NULL	134	2024-10-31	10	8	10	Promoter
NULL	134	2025-04-30	8	7	10	Promoter
NULL	134	2025-07-31	9	6	7	Promoter
NULL	134	2025-10-31	6	9	5	Detractor
NULL	134	2026-01-31	10	10	9	Promoter
NULL	134	2026-07-31	7	8	6	Detractor
NULL	135	2024-01-31	7	6	7	Passive
NULL	135	2024-04-30	9	9	3	Promoter
NULL	135	2024-07-31	9	8	5	Detractor
NULL	135	2024-10-31	7	10	8	Detractor
NULL	135	2025-01-31	6	7	9	Passive
NULL	135	2025-04-30	10	10	7	Promoter
NULL	135	2025-07-31	9	6	6	Promoter
NULL	135	2025-10-31	4	6	9	Detractor
NULL	135	2026-01-31	8	10	10	Passive
NULL	135	2026-04-30	8	9	4	Detractor
NULL	135	2026-07-31	9	8	10	Promoter
NULL	136	2025-01-31	10	7	6	Passive
NULL	136	04/30/2025	10	9	10	Promoter
NULL	136	2025-07-31	10	10	7	Promoter
NULL	136	2025-10-31	10	8	5	Promoter
NULL	136	01/31/2026	10	7	6	Passive
NULL	136	2026-04-30	10	NULL	10	Detractor
NULL	137	2025-04-30	6	2	5	Detractor
NULL	137	2025-10-31	6	2	4	Passive
NULL	137	2026-01-31	4	6	4	Detractor
NULL	137	2026-04-30	6	6	6	Detractor
NULL	137	2026-07-31	7	4	1	Passive
NULL	138	2025-10-31	3	3	4	Detractor
NULL	138	2026-01-31	4	5	6	Promoter
NULL	138	2026-04-30	5	3	4	Detractor
NULL	138	07/31/2026	3	2	4	Detractor
NULL	139	2025-04-30	5	1	3	Detractor
NULL	139	2025-10-31	7	9	2	Passive
NULL	139	2026-01-31	6	6	9	Detractor
NULL	139	2026-04-30	6	3	2	Detractor
NULL	140	2024-01-31	5	2	5	Detractor
NULL	140	2024-04-30	3	1	5	Detractor
NULL	140	2024-07-31	3	5	1	Detractor
NULL	140	2024-10-31	4	3	4	Detractor
NULL	140	2025-01-31	4	4	4	Detractor
NULL	140	2025-07-31	6	4	3	Detractor
NULL	140	2025-10-31	6	6	5	Promoter
NULL	140	2026-01-31	7	5	8	Promoter
NULL	140	2026-04-30	5	5	6	Detractor
NULL	140	2026-07-31	3	4	3	Detractor
NULL	141	2024-01-31	4	5	7	Detractor
NULL	141	2024-04-30	3	1	2	Passive
NULL	141	2024-07-31	4	2	5	Detractor
NULL	141	2024-10-31	3	3	3	Detractor
NULL	141	2025-01-31	7	3	3	Detractor
NULL	141	2025-04-30	6	6	5	Detractor
NULL	141	2025-07-31	8	1	3	Promoter
NULL	141	2025-10-31	5	4	1	Detractor
NULL	141	2026-01-31	3	5	4	Detractor
NULL	141	2026-04-30	7	6	10	Passive
NULL	142	2024-01-31	6	8	5	Detractor
NULL	143	2024-01-31	6	8	10	Detractor
NULL	144	2024-01-31	10	9	8	Promoter
NULL	144	2024-04-30	10	10	6	Promoter
NULL	144	2024-07-31	10	9	2	Promoter
NULL	144	2025-04-30	9	10	6	Detractor
NULL	144	2025-07-31	6	9	10	Detractor
NULL	144	2025-10-31	10	7	8	Promoter
NULL	144	2026-01-31	10	8	2	Promoter
NULL	144	2026-04-30	10	8	8	Promoter
NULL	144	2026-07-31	7	10	10	Passive
NULL	145	2024-01-31	6	1	2	Detractor
NULL	145	2024-04-30	7	5	2	Passive
NULL	145	2024-10-31	6	5	NULL	Detractor
NULL	145	2025-01-31	5	2	3	Passive
NULL	145	2025-04-30	4	4	1	Detractor
NULL	145	2025-07-31	3	6	2	Detractor
NULL	145	2025-10-31	7	1	1	Detractor
NULL	145	2026-01-31	6	6	6	Detractor
NULL	145	2026-04-30	4	1	2	Detractor
NULL	145	07/31/2026	5	3	6	Detractor
NULL	146	2024-10-31	5	6	3	Detractor
NULL	146	2025-04-30	6	6	3	Detractor
NULL	146	2025-07-31	6	9	4	Detractor
NULL	146	2025-10-31	6	10	7	Detractor
NULL	147	2024-01-31	5	4	7	Passive
NULL	147	2024-10-31	7	5	3	Detractor
NULL	147	2025-01-31	2	1	5	Detractor
NULL	147	2025-04-30	10	4	4	Promoter
NULL	147	2025-10-31	6	6	1	Passive
NULL	147	2026-01-31	6	1	9	Detractor
NULL	147	2026-04-30	2	4	1	Detractor
NULL	147	2026-07-31	8	5	6	Passive
NULL	148	2024-04-30	3	6	2	Detractor
NULL	148	2024-10-31	5	4	1	Detractor
NULL	148	2025-01-31	5	4	1	Detractor
NULL	148	2025-04-30	4	4	1	Passive
NULL	148	2025-07-31	5	3	4	Detractor
NULL	148	2025-10-31	3	3	6	Detractor
NULL	148	2026-01-31	3	3	3	Detractor
NULL	148	2026-04-30	3	4	4	Detractor
NULL	148	2026-07-31	4	NULL	NULL	Detractor
NULL	149	2024-07-31	9	4	5	Promoter
NULL	149	2024-10-31	3	6	7	Detractor
NULL	149	2025-01-31	10	2	5	Promoter
NULL	149	2025-07-31	4	3	3	Detractor
NULL	149	2025-10-31	6	4	4	Passive
NULL	149	2026-01-31	4	6	4	Detractor
NULL	149	2026-04-30	6	10	4	Detractor
NULL	149	2026-07-31	4	8	3	Passive
NULL	150	2026-01-31	5	9	5	Detractor
NULL	150	2026-04-30	1	4	7	Detractor
NULL	150	2026-07-31	1	8	4	Passive
NULL	151	2024-01-31	7	7	10	Passive
NULL	151	2024-10-31	5	3	4	Passive
NULL	151	2025-01-31	6	9	7	Detractor
NULL	151	2025-04-30	4	5	6	Detractor
NULL	151	2025-07-31	10	5	8	Promoter
NULL	151	2025-10-31	8	9	6	Detractor
NULL	151	2026-04-30	9	10	6	Passive
NULL	151	2026-07-31	3	10	10	Detractor
NULL	152	2024-01-31	1	4	NULL	Passive
NULL	152	2024-10-31	4	2	1	Detractor
NULL	152	2025-01-31	3	4	1	Detractor
NULL	152	2025-04-30	7	2	1	Passive
NULL	153	2024-04-30	6	2	2	Detractor
NULL	153	2024-07-31	5	3	1	Detractor
NULL	153	2024-10-31	4	4	2	Passive
NULL	153	2025-01-31	6	2	2	Detractor
NULL	153	2025-04-30	4	2	1	Passive
NULL	153	2025-07-31	6	1	1	Detractor
NULL	154	2025-04-30	8	7	1	Promoter
NULL	154	07/31/2025	4	2	5	Detractor
NULL	154	2025-10-31	5	7	3	Passive
NULL	154	2026-01-31	4	2	4	Detractor
NULL	154	2026-04-30	8	4	5	Promoter
NULL	154	2026-07-31	4	7	2	Detractor
NULL	155	2024-04-30	6	5	4	Passive
NULL	155	2024-07-31	2	6	5	Passive
NULL	155	2024-10-31	3	6	5	Detractor
NULL	155	2025-01-31	5	3	1	Passive
NULL	155	2025-04-30	3	2	6	Detractor
NULL	156	2025-04-30	8	3	8	Detractor
NULL	156	2025-07-31	9	7	3	Promoter
NULL	156	2026-01-31	8	4	1	Passive
NULL	157	2025-07-31	10	10	4	Passive
NULL	157	2025-10-31	7	7	10	Promoter
NULL	157	2026-01-31	9	7	9	Promoter
NULL	157	2026-07-31	9	10	10	Promoter
NULL	159	2024-04-30	6	NULL	5	Passive
NULL	159	2024-07-31	5	4	8	Detractor
NULL	159	2024-10-31	5	5	2	Detractor
NULL	159	2025-01-31	5	2	7	Detractor
NULL	159	2025-07-31	4	1	1	Detractor
NULL	159	2026-01-31	3	4	6	Passive
NULL	159	2026-04-30	5	NULL	2	Detractor
NULL	159	2026-07-31	3	2	2	Detractor
NULL	160	2024-01-31	3	5	6	Detractor
NULL	160	2024-04-30	2	7	5	Passive
NULL	160	2024-07-31	7	4	1	Promoter
NULL	160	2024-10-31	4	2	1	Detractor
NULL	160	2025-07-31	3	6	7	Detractor
NULL	160	2025-10-31	3	3	4	Detractor
NULL	161	2025-01-31	5	1	2	Passive
NULL	161	2025-04-30	9	10	1	Promoter
NULL	162	2025-07-31	5	5	1	Detractor
NULL	162	2025-10-31	7	5	3	Passive
NULL	162	2026-04-30	4	7	7	Detractor
NULL	162	2026-07-31	5	3	4	Detractor
NULL	163	2024-04-30	5	1	4	Passive
NULL	163	2024-07-31	4	1	1	Detractor
NULL	163	2025-07-31	2	5	3	Detractor
NULL	163	2026-01-31	4	6	6	Detractor
NULL	163	2026-07-31	1	7	1	Detractor
NULL	164	2024-04-30	6	5	3	Passive
NULL	165	2024-01-31	10	7	9	Promoter
NULL	165	2025-01-31	10	9	10	Passive
NULL	165	2025-04-30	10	8	7	Promoter
NULL	165	2025-07-31	8	6	10	Passive
NULL	165	2025-10-31	9	10	10	Promoter
NULL	165	2026-04-30	10	9	7	Passive
NULL	165	2026-07-31	10	8	9	Passive
NULL	166	2026-07-31	4	4	7	Passive
NULL	167	2026-04-30	2	6	7	Detractor
NULL	167	2026-07-31	7	4	1	Detractor
NULL	168	2024-10-31	5	3	8	Detractor
NULL	168	2025-01-31	9	6	6	Promoter
NULL	168	2026-04-30	4	6	4	Passive
NULL	168	2026-07-31	5	7	6	Detractor
NULL	169	2025-04-30	6	7	2	Detractor
NULL	169	2025-07-31	5	4	6	Detractor
NULL	169	2026-01-31	7	7	4	Passive
NULL	169	2026-04-30	6	8	10	Detractor
NULL	169	2026-07-31	5	6	7	Passive
NULL	170	2025-07-31	6	7	7	Passive
NULL	170	2026-01-31	10	7	1	Promoter
NULL	170	2026-04-30	10	9	7	Promoter
NULL	170	2026-07-31	9	8	9	Passive
NULL	171	07/31/2024	6	5	5	Detractor
NULL	171	2025-01-31	5	5	8	Detractor
NULL	171	04/30/2025	6	4	2	Detractor
NULL	171	2025-07-31	6	5	7	Detractor
NULL	171	2025-10-31	7	3	4	Passive
NULL	171	2026-04-30	6	7	3	Detractor
NULL	172	2024-01-31	4	6	2	Passive
NULL	172	2024-07-31	1	2	3	Passive
NULL	172	2024-10-31	2	6	7	Passive
NULL	172	2025-01-31	1	1	1	Passive
NULL	172	2025-04-30	4	4	3	Passive
NULL	172	2025-07-31	2	6	4	Detractor
NULL	172	2026-01-31	3	NULL	5	Detractor
NULL	172	2026-04-30	6	1	NULL	Detractor
NULL	172	2026-07-31	5	6	5	Detractor
NULL	173	2026-01-31	2	3	6	Detractor
NULL	173	2026-07-31	5	5	1	Detractor
NULL	174	2024-04-30	10	4	3	Promoter
NULL	174	2024-07-31	7	4	8	Passive
NULL	174	2024-10-31	7	4	3	Passive
NULL	174	2025-01-31	5	3	3	Promoter
NULL	174	2025-07-31	8	9	3	Promoter
NULL	174	2025-10-31	2	5	5	Detractor
NULL	174	2026-01-31	7	7	7	Promoter
NULL	174	2026-04-30	6	5	4	Detractor
NULL	175	2025-01-31	5	5	5	Detractor
NULL	175	2025-04-30	5	4	3	Detractor
NULL	175	2025-07-31	4	5	1	Detractor
NULL	175	2026-01-31	7	3	1	Detractor
NULL	175	2026-04-30	6	5	3	Detractor
NULL	175	2026-07-31	6	5	3	Detractor
NULL	176	2024-01-31	4	3	7	Detractor
NULL	176	2024-04-30	5	7	8	Detractor
NULL	176	2024-07-31	9	5	6	Detractor
NULL	176	2025-01-31	3	5	2	Detractor
NULL	176	2025-07-31	8	4	4	Passive
NULL	176	2025-10-31	5	8	3	Detractor
NULL	176	2026-04-30	4	8	7	Passive
NULL	176	2026-07-31	7	6	7	Passive
NULL	177	2024-04-30	1	1	1	Passive
NULL	177	2024-07-31	2	3	8	Detractor
NULL	177	2024-10-31	2	1	4	Detractor
NULL	177	2025-04-30	3	2	4	Detractor
NULL	177	2026-01-31	4	1	6	Detractor
NULL	177	2026-04-30	1	3	4	Detractor
NULL	177	2026-07-31	1	1	7	Detractor
NULL	178	2024-01-31	2	5	1	Promoter
NULL	178	2024-04-30	4	5	3	Detractor
NULL	178	2024-10-31	6	1	3	Passive
NULL	178	2025-01-31	4	1	5	Passive
NULL	178	2025-04-30	3	3	5	Detractor
NULL	178	2025-07-31	1	2	4	Detractor
NULL	178	2026-01-31	4	6	1	Detractor
NULL	178	2026-04-30	4	4	2	Detractor
NULL	178	2026-07-31	4	2	1	Detractor
NULL	179	2024-07-31	7	3	5	Passive
NULL	179	2025-01-31	5	1	7	Detractor
NULL	179	2025-04-30	3	4	1	Detractor
NULL	180	07/31/2026	5	4	1	Passive
NULL	182	2024-01-31	8	5	8	Detractor
NULL	182	2024-04-30	8	9	9	Passive
NULL	182	2024-07-31	7	8	7	Detractor
NULL	182	2024-10-31	9	7	8	Promoter
NULL	182	2025-04-30	6	7	4	Detractor
NULL	182	2025-07-31	8	9	10	Detractor
NULL	182	2025-10-31	9	10	4	Promoter
NULL	182	2026-01-31	9	7	6	Passive
NULL	182	2026-04-30	6	9	NULL	Detractor
NULL	183	2024-01-31	4	3	4	Promoter
NULL	183	2024-07-31	6	1	5	Detractor
NULL	183	2025-01-31	8	4	2	Promoter
NULL	183	2025-04-30	5	5	4	Passive
NULL	183	2025-10-31	5	3	1	Detractor
NULL	183	2026-04-30	5	2	7	Detractor
NULL	183	2026-07-31	4	4	4	Detractor
NULL	184	2024-01-31	7	10	5	Passive
NULL	184	2024-04-30	10	8	10	Promoter
NULL	184	2024-07-31	9	7	9	Promoter
NULL	184	2024-10-31	10	6	9	Passive
NULL	184	2025-01-31	10	10	5	Promoter
NULL	184	2025-04-30	10	10	6	Promoter
NULL	184	2025-07-31	7	10	9	Detractor
NULL	184	2025-10-31	8	7	10	Passive
NULL	184	2026-04-30	8	7	5	Promoter
NULL	184	2026-07-31	10	9	10	Detractor
NULL	185	2024-01-31	8	4	1	Detractor
NULL	185	2024-04-30	7	6	7	Promoter
NULL	185	2024-10-31	7	3	3	Detractor
NULL	185	2025-04-30	5	3	5	Passive
NULL	185	2025-07-31	7	6	1	Passive
NULL	185	2025-10-31	6	4	2	Promoter
NULL	185	2026-04-30	6	7	9	Detractor
NULL	185	2026-07-31	3	7	5	Detractor
NULL	186	2024-04-30	6	5	6	Detractor
NULL	186	2024-07-31	7	7	5	Passive
NULL	186	2024-10-31	4	5	NULL	Detractor
NULL	186	2025-01-31	7	8	2	Promoter
NULL	186	2025-07-31	9	8	3	Promoter
NULL	186	2025-10-31	4	7	1	Detractor
NULL	186	2026-04-30	6	4	6	Detractor
NULL	186	2026-07-31	6	3	5	Passive
NULL	187	2024-01-31	1	5	2	Detractor
NULL	187	2024-10-31	4	5	7	Detractor
NULL	187	2025-01-31	5	6	1	Passive
NULL	187	2025-07-31	3	3	2	Detractor
NULL	187	2025-10-31	5	2	6	Passive
NULL	187	2026-01-31	5	8	1	Detractor
NULL	187	2026-04-30	4	4	4	Detractor
NULL	187	2026-07-31	4	5	3	Detractor
NULL	188	2024-01-31	5	10	9	Promoter
NULL	188	2024-04-30	7	9	10	Promoter
NULL	188	2024-07-31	2	5	6	Passive
NULL	188	2024-10-31	8	4	10	Passive
NULL	188	2025-04-30	8	8	2	Promoter
NULL	189	2025-07-31	2	3	5	Passive
NULL	189	10/31/2025	5	4	4	Detractor
NULL	189	2026-01-31	2	1	1	Detractor
NULL	189	2026-04-30	4	5	1	Passive
NULL	190	2024-04-30	6	7	7	Passive
NULL	190	2024-10-31	10	5	8	Promoter
NULL	190	2025-10-31	10	8	6	Detractor
NULL	190	2026-01-31	10	10	8	Passive
NULL	190	2026-04-30	8	9	5	Promoter
NULL	190	2026-07-31	8	10	5	Promoter
NULL	191	2024-01-31	10	5	7	Detractor
NULL	191	2024-04-30	5	6	7	Detractor
NULL	191	2024-07-31	5	6	5	Passive
NULL	191	2024-10-31	8	8	7	Passive
NULL	191	2025-01-31	8	4	8	Promoter
NULL	191	2025-04-30	8	7	8	Promoter
NULL	191	2025-07-31	7	9	8	Promoter
NULL	191	2025-10-31	7	6	10	Promoter
NULL	191	2026-01-31	7	8	7	Passive
NULL	191	2026-04-30	7	7	8	Promoter
NULL	191	2026-07-31	8	7	NULL	Passive
NULL	192	2024-01-31	5	3	2	Detractor
NULL	192	2024-04-30	4	4	4	Detractor
NULL	192	2024-07-31	4	7	1	Passive
NULL	192	2024-10-31	5	1	2	Passive
NULL	192	2025-04-30	5	5	1	Detractor
NULL	192	2025-07-31	3	3	9	Passive
NULL	192	07/31/2026	5	4	5	Detractor
NULL	193	2024-01-31	6	6	4	Detractor
NULL	193	2024-04-30	4	7	3	Detractor
NULL	193	2024-07-31	9	7	4	Promoter
NULL	193	2025-01-31	6	8	6	Promoter
NULL	193	2025-07-31	5	5	7	Detractor
NULL	193	2025-10-31	2	5	3	Detractor
NULL	193	2026-01-31	5	9	8	Detractor
NULL	193	2026-04-30	9	5	5	Promoter
NULL	193	2026-07-31	4	8	8	Detractor
NULL	194	2024-04-30	4	3	NULL	Detractor
NULL	194	2025-01-31	6	4	1	Detractor
NULL	194	2025-04-30	3	4	4	Detractor
NULL	194	2025-10-31	3	2	1	Detractor
NULL	194	2026-01-31	3	4	1	Detractor
NULL	194	2026-04-30	4	5	1	Detractor
NULL	194	2026-07-31	1	4	1	Passive
NULL	195	2026-07-31	6	6	7	Detractor
NULL	197	2025-10-31	6	6	7	Detractor
NULL	197	2026-01-31	10	6	7	Promoter
NULL	197	2026-04-30	10	6	6	Promoter
NULL	197	2026-07-31	10	5	6	Promoter
NULL	198	2025-07-31	9	7	7	Promoter
NULL	198	2025-10-31	10	8	7	Promoter
NULL	198	2026-01-31	10	5	5	Promoter
NULL	198	2026-04-30	6	6	8	Detractor
NULL	198	2026-07-31	10	8	6	Promoter
NULL	199	2026-07-31	10	9	10	Promoter
NULL	200	2024-01-31	3	5	6	Detractor
NULL	200	2024-10-31	6	NULL	7	Passive
NULL	200	10/31/2025	6	4	8	Detractor
NULL	200	2026-01-31	1	2	6	Detractor
NULL	200	04/30/2026	9	2	2	Promoter
NULL	200	2026-07-31	6	7	4	Detractor
NULL	201	2025-04-30	4	4	2	Passive
NULL	201	2025-07-31	3	1	4	Detractor
NULL	202	2024-10-31	6	1	4	Detractor
NULL	202	2025-01-31	4	1	1	Detractor
NULL	202	2025-07-31	3	7	2	Passive
NULL	202	2025-10-31	3	6	4	Detractor
NULL	202	2026-01-31	4	NULL	NULL	Detractor
NULL	202	2026-04-30	5	2	4	Passive
NULL	202	2026-07-31	6	4	6	Passive
NULL	203	2024-01-31	3	4	1	Passive
NULL	203	2024-04-30	1	3	3	Detractor
NULL	203	2024-07-31	3	3	6	Detractor
NULL	203	2024-10-31	4	1	6	Passive
NULL	203	2025-01-31	5	4	3	Detractor
NULL	203	2025-04-30	3	1	3	Detractor
NULL	203	2025-07-31	4	3	4	Detractor
NULL	203	2026-01-31	5	4	2	Passive
NULL	203	2026-07-31	4	3	4	Promoter
NULL	204	2024-04-30	6	8	4	Passive
NULL	204	2024-07-31	10	10	7	Promoter
NULL	204	2025-01-31	10	6	5	Passive
NULL	204	2025-10-31	10	2	10	Promoter
NULL	204	2026-01-31	10	8	8	Promoter
NULL	204	2026-04-30	9	7	3	Promoter
NULL	205	2024-10-31	10	10	9	Promoter
NULL	205	2025-01-31	10	9	5	Promoter
NULL	205	2025-07-31	9	10	10	Promoter
NULL	205	2025-10-31	10	9	10	Detractor
NULL	205	2026-01-31	10	9	10	Promoter
NULL	205	2026-04-30	10	10	10	Promoter
NULL	205	2026-07-31	10	10	9	Promoter
NULL	206	2024-04-30	2	1	1	Detractor
NULL	206	2024-07-31	2	6	5	Promoter
NULL	206	2025-01-31	3	8	6	Passive
NULL	206	2025-04-30	4	3	9	Detractor
NULL	206	2025-07-31	7	1	4	Detractor
NULL	206	2025-10-31	4	6	3	Passive
NULL	206	2026-01-31	6	6	8	Detractor
NULL	206	2026-07-31	6	4	4	Detractor
NULL	207	2024-01-31	10	10	2	Passive
NULL	207	2024-04-30	7	10	10	Passive
NULL	207	2024-07-31	9	7	8	Promoter
NULL	207	2024-10-31	10	9	8	Promoter
NULL	208	2024-01-31	2	3	1	Detractor
NULL	208	2024-10-31	2	3	4	Passive
NULL	208	07/31/2025	5	4	1	Detractor
NULL	208	2025-10-31	1	3	5	Detractor
NULL	208	2026-01-31	5	5	1	Detractor
NULL	208	2026-04-30	4	1	1	Detractor
NULL	208	2026-07-31	4	3	5	Detractor
NULL	210	2024-01-31	9	5	4	Promoter
NULL	210	2024-10-31	10	10	6	Promoter
NULL	210	2025-01-31	8	10	2	Promoter
NULL	211	2025-07-31	6	8	8	Promoter
NULL	211	2025-10-31	10	9	9	Promoter
NULL	211	2026-04-30	9	10	10	Passive
NULL	212	2024-10-31	4	4	1	Detractor
NULL	212	2025-01-31	4	1	3	Detractor
NULL	212	2025-07-31	4	2	2	Detractor
NULL	212	2025-10-31	3	7	4	Detractor
NULL	212	2026-01-31	4	1	4	Detractor
NULL	212	2026-07-31	2	7	4	Detractor
NULL	213	2024-04-30	1	4	6	Passive
NULL	214	2025-10-31	10	4	6	Passive
NULL	214	2026-01-31	6	8	6	Passive
NULL	214	04/30/2026	9	9	8	Passive
NULL	214	2026-07-31	7	9	5	Promoter
NULL	215	2024-01-31	3	7	6	Detractor
NULL	215	2024-04-30	6	9	4	Detractor
NULL	215	2024-07-31	3	4	2	Detractor
NULL	215	2024-10-31	4	9	6	Detractor
NULL	215	2025-04-30	3	6	6	Promoter
NULL	215	2025-07-31	3	5	5	Passive
NULL	215	2025-10-31	4	5	2	Detractor
